,NE,Count,Type
917,Rees,17,PERSON
918,Glendale,17,LOCATION
919,Madonna,17,PERSON
920,Chennai,17,LOCATION
921,Hoffman,17,PERSON
922,IAF,17,O
923,UEFA,17,ORGANIZATION
924,UN,17,ORGANIZATION
925,??? International Scientific Conference,17,O
926,Tunis,17,LOCATION
927,Henderson,17,PERSON
928,Douglas Harbour,17,PERSON
929,Jeremy McNichols,17,PERSON
930,Rimington,17,PERSON
931,Portuguese,17,O
932,West Bengal,17,LOCATION
933,Cardiff,17,PERSON
934,Glas Hirfryn,17,PERSON
935,Bali,17,LOCATION
936,Aswad,17,PERSON
937,Katsenelinboigen,17,PERSON
938,Grady,17,PERSON
939,Halladay,17,PERSON
940,New Brunswick,17,LOCATION
941,New America,17,LOCATION
942,White,17,PERSON
943,Providence,17,LOCATION
944,Jo-Jo Eumerus,16,PERSON
945,Potter,16,PERSON
946,BBC Radio,16,ORGANIZATION
947,Harvard,16,ORGANIZATION
948,BustersBuzz,16,PERSON
949,Napoleon,16,PERSON
950,Mona,16,PERSON
951,Marx,16,PERSON
952,Asimov,16,PERSON
953,Abrahams,16,PERSON
954,U.S. Army,16,ORGANIZATION
955,Joseph Warren,16,PERSON
956,Powell,16,PERSON
957,Bangalore,16,LOCATION
958,Libya,16,LOCATION
959,Roman Catholic Church,16,ORGANIZATION
960,Alba,16,PERSON
961,Schwartz,16,PERSON
962,Mongolia,16,LOCATION
963,Barack Obama,16,PERSON
964,Wichmann,16,PERSON
965,Volvo,16,ORGANIZATION
966,Oslo,16,LOCATION
967,Jr.,16,O
968,Moran,16,PERSON
969,McDermott & McGough,16,PERSON
970,Schroff,16,PERSON
971,Chesivoirzr,16,PERSON
972,Clare GAA,16,PERSON
973,Rafa? Siwek,16,PERSON
974,United States Senate,16,ORGANIZATION
975,Danny,16,PERSON
976,Union Army,16,ORGANIZATION
977,Metro,16,O
978,Carl,16,PERSON
979,Rajasthan,16,LOCATION
980,Victor,16,PERSON
981,Eric,16,PERSON
982,Anatolia,16,PERSON
983,North Yorkshire,16,O
984,Algren,16,PERSON
985,Senegal,16,LOCATION
986,Christopher,16,PERSON
987,Giants,16,O
988,Clapper,16,PERSON
989,Archibald,16,PERSON
990,Kollam,16,PERSON
991,Princeton,16,PERSON
992,ISIS,16,ORGANIZATION
993,Routledge,16,PERSON
994,Central America,16,LOCATION
995,Naoki Watanabe,16,PERSON
996,Llansilin,16,PERSON
997,John Maynard Keynes,16,PERSON
998,Saft,16,PERSON
999,Barnhill,16,PERSON
1000,Zane Grey,16,PERSON
1001,Vanderbilt,16,PERSON
1002,Jennifer,16,PERSON
1003,Republic of Ireland,16,O
1004,Djibouti,16,LOCATION
1005,District of Columbia,16,O
1006,Major League Baseball,16,ORGANIZATION
1007,Elizabeth II,16,PERSON
1008,Korman,16,PERSON
1009,Jack,16,PERSON
1010,Finlay McWalter,16,PERSON
1011,David Kernow,16,PERSON
1012,Ross,16,PERSON
1013,Anglesey,16,LOCATION
1014,Panama,15,LOCATION
1015,Louise,15,PERSON
1016,Tallinn,15,LOCATION
1017,Walter,15,PERSON
1018,MGM,15,O
1019,Minmay,15,PERSON
1020,Middleton,15,PERSON
1021,Roth,15,PERSON
1022,Nishidani,15,PERSON
1023,Harold,15,PERSON
1024,Nakhchivan,15,PERSON
1025,Sio,15,PERSON
1026,Sudan,15,LOCATION
1027,Dickson,15,PERSON
1028,Asheton,15,PERSON
1029,Fox Kids,15,O
1030,Nine Network,15,O
1031,Vatican,15,PERSON
1032,Red Army,15,ORGANIZATION
1033,Darkoth,15,PERSON
1034,Spanish,15,O
1035,Abbott,15,PERSON
1036,PAF,15,O
1037,Cincinnati,15,LOCATION
1038,Honolulu,15,LOCATION
1039,Stanford University,15,ORGANIZATION
1040,Jehovah Shammah,15,PERSON
1041,UFC,15,O
1042,San Diego Legion,15,ORGANIZATION
1043,Billy,15,PERSON
1044,Asian,15,O
1045,Douglas Oliver,15,PERSON
1046,Yamaha,15,ORGANIZATION
1047,Northumberland,15,LOCATION
1048,United States of America,15,LOCATION
1049,Stephen,15,PERSON
1050,Heller,15,PERSON
1051,Sacramento,15,LOCATION
1052,Greuter & amp,15,PERSON
1053,Dhaka,15,LOCATION
1054,New Delhi,15,LOCATION
1055,Halliday,15,PERSON
1056,Wheelock,15,PERSON
1057,Ramsey,15,PERSON
1058,Samouni,15,PERSON
1059,Tanzania,15,LOCATION
1060,Singapore Airlines,15,ORGANIZATION
1061,Aberdeen,15,PERSON
1062,Boise,15,PERSON
1063,European Parliament,15,O
1064,Meyrick,15,PERSON
1065,Brooks,15,PERSON
1066,Shaka,15,PERSON
1067,Zhejiang,15,LOCATION
1068,Edmonton,15,LOCATION
1069,Boston Red Sox,15,ORGANIZATION
1070,Morgan,15,PERSON
1071,Ljubljana,15,LOCATION
1072,Hampson,15,PERSON
1073,IEC,15,ORGANIZATION
1074,Tello,15,PERSON
1075,Berry,15,PERSON
1076,Jersey,15,O
1077,Aristotle,15,PERSON
1078,Mats Wilander,15,PERSON
1079,Armenia,15,LOCATION
1080,Malawi,15,LOCATION
1081,FIFA World Cup,15,ORGANIZATION
1082,Jacksonville,15,LOCATION
1083,Broncos,15,PERSON
1084,Jaguar,15,ORGANIZATION
1085,Conroy,15,PERSON
1086,Cain,15,PERSON
1087,Darren Bent,15,PERSON
1088,Stevens,15,PERSON
1089,Anguilla,15,LOCATION
1090,Hulu,15,PERSON
1091,Punjab,15,LOCATION
1092,Elisabeth,15,PERSON
1093,European,15,O
1094,St. Louis Cardinals,15,ORGANIZATION
1095,Sinclair,15,PERSON
1096,Lisbon,15,LOCATION
1097,European Heritage and Innovative Development Perspectives,15,ORGANIZATION
1098,Wang,15,PERSON
1099,Porter,15,PERSON
1100,Boleyn,15,PERSON
1101,Scherzer,15,PERSON
1102,Parkville,15,LOCATION
1103,Sabah,15,PERSON
1104,Dane,15,PERSON
1105,Uruguay,15,LOCATION
1106,Botelho,15,PERSON
1107,Peter Moffett,15,PERSON
1108,West Bank,15,LOCATION
1109,Jerusalem,15,LOCATION
1110,DC,15,O
1111,Denver,15,LOCATION
1112,Elmer Berger,14,PERSON
1113,Jane,14,PERSON
1114,Bologna,14,PERSON
1115,Salisbury,14,PERSON
1116,Quetta,14,LOCATION
1117,Barry,14,PERSON
1118,Cumberland,14,O
1119,MLB Advanced Media,14,ORGANIZATION
1120,Studio City Television Productions,14,O
1121,Edward J,14,PERSON
1122,Wexford,14,LOCATION
1123,Villanova,14,PERSON
1124,Stoffe,14,PERSON
1125,Kennecott,14,PERSON
1126,Northwest,14,O
1127,Funke Akindele,14,PERSON
1128,James Bond,14,PERSON
1129,Cadotte,14,PERSON
1130,Newman,14,PERSON
1131,Muse,14,PERSON
1132,Zhao,14,PERSON
1133,FCC,14,O
1134,Ballestin,14,PERSON
1135,EdJohnston,14,PERSON
1136,Washington County,14,LOCATION
1137,Moulton,14,PERSON
1138,College of Justice,14,O
1139,Xinjiang,14,LOCATION
1140,Yellowcard,14,PERSON
1141,Malaya,14,LOCATION
1142,Sonny,14,PERSON
1143,Joey,14,PERSON
1144,Detroit Lions,14,ORGANIZATION
1145,Tenn.,14,O
1146,Simpson,14,PERSON
1147,New York University,14,ORGANIZATION
1148,Indian National Congress,14,O
1149,Wigan,14,PERSON
1150,Wallis,14,PERSON
1151,Harlow UK,14,PERSON
1152,Draeger,14,PERSON
1153,Altoona,14,LOCATION
1154,Anna,14,PERSON
1155,Gao Bainian,14,PERSON
1156,John Vandenberg,14,PERSON
1157,Qin,14,PERSON
1158,Latvia,14,LOCATION
1159,Tuscaloosa,14,LOCATION
1160,Copley,14,PERSON
1161,Eugene Kusielewicz,14,PERSON
1162,Venezia Mestre,14,PERSON
1163,Islam,14,O
1164,Bill,14,PERSON
1165,Armstrong,14,PERSON
1166,Caddo,14,PERSON
1167,North,14,O
1168,Hayward,14,PERSON
1169,Victoria Park,14,PERSON
1170,Ward,14,PERSON
1171,Staffordshire,14,LOCATION
1172,Okonjo-Iweala,14,PERSON
1173,Bart,14,PERSON
1174,Maharashtra,14,LOCATION
1175,Congo,14,LOCATION
1176,Faramarz,14,PERSON
1177,Deinze,14,LOCATION
1178,Galicia,14,PERSON
1179,Cameron,14,PERSON
1180,Sunderland,14,LOCATION
1181,Hal Wallis,14,PERSON
1182,Groza,14,PERSON
1183,South Shetland Islands,14,LOCATION
1184,Namahn,14,PERSON
1185,CW,14,O
1186,Muslim,14,PERSON
1187,Gunma,14,LOCATION
1188,Gamma Ray,14,PERSON
1189,Pearl Harbor,14,LOCATION
1190,Morrison,14,PERSON
1191,Beth Israel,14,PERSON
1192,Kafr Thulth,14,PERSON
1193,Jaroensri,14,PERSON
1194,Gbajabiamila,14,PERSON
1195,Morris,14,PERSON
1196,Zambia,14,LOCATION
1197,Gannon,14,PERSON
1198,Neisser,14,PERSON
1199,Taylor Swift,14,PERSON
1200,Fresno,14,LOCATION
1201,South Asia,14,O
1202,Burnham,14,PERSON
1203,Diego Moya,14,PERSON
1204,Madison County,14,LOCATION
1205,Hedley,14,PERSON
1206,Russell,14,PERSON
1207,Caney Creek,14,LOCATION
1208,Dumanoir,14,PERSON
1209,Menon,13,PERSON
1210,Braunschweig,13,LOCATION
1211,Liu,13,PERSON
1212,Minneapolis,13,LOCATION
1213,Mallard,13,PERSON
1214,IBM,13,ORGANIZATION
1215,Gainesville,13,LOCATION
1216,Montreal Canadiens,13,ORGANIZATION
1217,Peter Rees,13,PERSON
1218,Metallica,13,PERSON
1219,Celine Dion,13,PERSON
1220,Southeast Asia,13,O
1221,Nyborg,13,PERSON
1222,Arbitration Committee,13,O
1223,Rey,13,PERSON
1224,Brighton,13,LOCATION
1225,Adriana,13,PERSON
1226,Rudy,13,PERSON
1227,Latin America,13,LOCATION
1228,Royal Air Force,13,ORGANIZATION
1229,Jackson School District,13,ORGANIZATION
1230,Khmer Rouge,13,ORGANIZATION
1231,Lauderdale County,13,LOCATION
1232,Cameroon,13,LOCATION
1233,Malaysian,13,O
1234,SEC,13,ORGANIZATION
1235,Jay Chou,13,PERSON
1236,Burma,13,LOCATION
1237,Lublin Voivodeship,13,PERSON
1238,John F. Kennedy,13,PERSON
1239,Chris,13,PERSON
1240,WNBA,13,O
1241,Liberal Party,13,ORGANIZATION
1242,Odia,13,PERSON
1243,Hinduism,13,O
1244,Dreadstar,13,PERSON
1245,Motzkin,13,PERSON
1246,NCA,13,ORGANIZATION
1247,Roger De Coster,13,PERSON
1248,Kenta,13,PERSON
1249,Madras,13,LOCATION
1250,Yuber,13,PERSON
1251,Vanderbilt Law School,13,ORGANIZATION
1252,Weinstein,13,PERSON
1253,Christoph Draeger,13,PERSON
1254,Pyle,13,PERSON
1255,Terry Baker,13,PERSON
1256,Byron,13,PERSON
1257,Santa Monica,13,PERSON
1258,Hans,13,PERSON
1259,Newfoundland,13,LOCATION
1260,Andrew DalbyBibliography,13,PERSON
1261,St. Peter,13,PERSON
1262,Letran,13,PERSON
1263,Josh,13,PERSON
1264,Kyle,13,PERSON
1265,Trovatore,13,PERSON
1266,Bell,13,O
1267,MIT,13,O
1268,Pittsburgh Penguins,13,ORGANIZATION
1269,David Lee,13,PERSON
1270,Indianapolis,13,LOCATION
1271,Hansen,13,PERSON
1272,Laug?e,13,O
1273,Gregory,13,PERSON
1274,Clayton,13,PERSON
1275,Preston,13,PERSON
1276,New York Giants,13,ORGANIZATION
1277,Alex Pledger,13,PERSON
1278,Surrey,13,PERSON
1279,REC,13,O
1280,Ethiopia,13,LOCATION
1281,Shadrach,13,O
1282,East Pakistan,13,LOCATION
1283,Dighton,13,PERSON
1284,Chicago Tribune,13,ORGANIZATION
1285,Reuters,13,ORGANIZATION
1286,Trevor MacInnis,13,PERSON
1287,Warner,13,ORGANIZATION
1288,William L. Hamling,13,PERSON
1289,Frederick,13,PERSON
1290,Cologne,13,LOCATION
1291,ADAC,13,ORGANIZATION
1292,Jackson County,13,LOCATION
1293,Yanukovych,13,PERSON
1294,Bawnboy,13,PERSON
1295,Ulysses S. Grant,13,PERSON
1296,Estonia,13,LOCATION
1297,Tampa,13,LOCATION
1298,Carolina Hurricanes,13,O
1299,CHWK,13,PERSON
1300,Bolsheviks,13,O
1301,Amy Pieters,13,PERSON
1302,WCM,13,O
1303,Oconee County,13,LOCATION
1304,Ronald Reagan,13,PERSON
1305,Gault,13,PERSON
1306,Andy Dingley,13,PERSON
1307,Bishop,13,PERSON
1308,Trinity College,13,ORGANIZATION
1309,Lancelot,13,PERSON
1310,Atsuo Okamoto,13,PERSON
1311,National Assembly,13,O
1312,Bathurst,13,PERSON
1313,Tobago,13,LOCATION
1314,Portsmouth,13,LOCATION
1315,Hertfordshire,13,LOCATION
1316,Jayjg,13,PERSON
1317,Mo,13,PERSON
1318,Louisville Cardinals,13,ORGANIZATION
1319,Earl Waldegrave,13,PERSON
1320,Guadalajara,13,LOCATION
1321,Rubie,13,PERSON
1322,Lucas,13,PERSON
1323,Steve Miller,12,PERSON
1324,Willem van Herp,12,PERSON
1325,Kemper,12,PERSON
1326,Belize,12,LOCATION
1327,Edison,12,PERSON
1328,Limerick GAA,12,LOCATION
1329,Cape Town,12,LOCATION
1330,Doyle,12,PERSON
1331,Shandong,12,LOCATION
1332,Herald,12,ORGANIZATION
1333,Tehatta,12,PERSON
1334,McMahon,12,PERSON
1335,Lizabeth Scott,12,PERSON
1336,Johannesburg,12,LOCATION
1337,Saxony,12,LOCATION
1338,Bobby,12,PERSON
1339,Tasmania,12,LOCATION
1340,Vosges,12,LOCATION
1341,National Basketball Association,12,ORGANIZATION
1342,Beverly Hills,12,LOCATION
1343,Lahiru,12,PERSON
1344,Bernal,12,PERSON
1345,Taunton,12,LOCATION
1346,Cambridgeshire,12,LOCATION
1347,Graham Land,12,PERSON
1348,Monica,12,PERSON
1349,NPR,12,ORGANIZATION
1350,Gloucester,12,LOCATION
1351,Kingston,12,LOCATION
1352,California.,12,LOCATION
1353,Lithuania,12,LOCATION
1354,Roger Penske,12,PERSON
1355,St. Finbar,12,PERSON
1356,Muhammad,12,PERSON
1357,Nick,12,PERSON
1358,Mexico City,12,LOCATION
1359,Arthur Rubin,12,PERSON
1360,Philadelphia Eagles,12,ORGANIZATION
1361,Yvan Muller,12,PERSON
1362,Sula,12,PERSON
1363,Aubrey,12,PERSON
1364,Vennum,12,O
1365,Hull,12,PERSON
1366,Robert Benton,12,PERSON
1367,United States Supreme Court,12,ORGANIZATION
1368,Ali,12,PERSON
1369,Udine,12,LOCATION
1370,Venkatasubbiah,12,PERSON
1371,Jong Kook,12,PERSON
1372,Rollins,12,PERSON
1373,Chen,12,PERSON
1374,Fisher River,12,LOCATION
1375,Dustin Hoffman,12,PERSON
1376,UPN,12,O
1377,Blackpool,12,LOCATION
1378,David Gerard,12,PERSON
1379,Nottingham,12,PERSON
1380,Mark Miller,12,PERSON
1381,Franklin,12,PERSON
1382,Lois,12,PERSON
1383,University,12,O
1384,Malcolm,12,PERSON
1385,Louis Waldman,12,PERSON
1386,Hesse,12,PERSON
1387,Willy Bauer,12,PERSON
1388,David Eppstein,12,PERSON
1389,Burger,12,PERSON
1390,Wiltshire,12,LOCATION
1391,Geneva,12,LOCATION
1392,American Indian Movement,12,ORGANIZATION
1393,Hillier,12,PERSON
1394,Linde,12,PERSON
1395,Warner Bros.,12,ORGANIZATION
1396,Donna,12,PERSON
1397,Zoe Quinn,12,PERSON
1398,Ceylon,12,PERSON
1399,John Paul,12,PERSON
1400,Obsidi,12,PERSON
1401,Wallace,12,PERSON
1402,Carthage,12,LOCATION
1403,Kirchenpauer,12,PERSON
1404,Harper,12,PERSON
1405,Communist Party of China,12,ORGANIZATION
1406,Elvis Presley,12,PERSON
1407,Philip,12,PERSON
1408,Fulham,12,PERSON
1409,AAA,12,O
1410,Clifford,12,PERSON
1411,Dennis Banks,12,PERSON
1412,Templeton,12,PERSON
1413,Joe Biden,12,PERSON
1414,Bj?rk,12,O
1415,Hudson,12,PERSON
1416,Long Beach,12,LOCATION
1417,Sultan Mahmud,12,PERSON
1418,Ottawa,12,LOCATION
1419,Emma,12,PERSON
1420,Coleridge,12,PERSON
1421,Newark,12,LOCATION
1422,Houston Rockets,12,ORGANIZATION
1423,IMF,12,O
1424,NEC,12,ORGANIZATION
1425,Crimea,12,LOCATION
1426,Pacific Ocean,12,LOCATION
1427,Richard Yin,12,PERSON
1428,Cowboys,12,O
1429,Mika,12,PERSON
1430,Nazis,12,O
1431,Blechreiz,12,PERSON
1432,Wilmington,12,LOCATION
1433,Wakefield,12,PERSON
1434,Fachie,12,PERSON
1435,Yahoo,12,ORGANIZATION
1436,Burbank,12,LOCATION
1437,Sherman,12,PERSON
1438,Oklahoma City,12,LOCATION
1439,Dakota,12,LOCATION
1440,Grey,12,PERSON
1441,Vinnytsia,12,PERSON
1442,Sierra Leone,12,LOCATION
1443,Peltier,12,PERSON
1444,Duck Lake,12,LOCATION
1445,Yale University,12,ORGANIZATION
1446,Fox Broadcasting Company,12,ORGANIZATION
1447,United States Congress,12,ORGANIZATION
1448,Kaul,12,PERSON
1449,Raleigh,12,PERSON
1450,Mailer,12,PERSON
1451,Bower,12,PERSON
1452,Castro,12,PERSON
1453,Hermann,12,PERSON
1454,Himeji,12,LOCATION
1455,Hawke,12,PERSON
1456,Hsia,12,PERSON
1457,U.S. Supreme Court,12,ORGANIZATION
1458,Baghdad,12,LOCATION
1459,Puri,12,PERSON
1460,Donald Trump,12,PERSON
1461,Argosy,12,ORGANIZATION
1462,Montserrat,12,LOCATION
1463,Harris,12,PERSON
1464,Boston Bruins,12,ORGANIZATION
1465,Jiujitsuguy,12,PERSON
1466,NABOTU,12,PERSON
1467,Ahmad,12,PERSON
1468,Andre Iguodala,12,PERSON
1469,Caucasus,12,O
1470,Nerissa,12,PERSON
1471,Judy,11,PERSON
1472,Taipei,11,LOCATION
1473,Helsinki,11,LOCATION
1474,Manchester United,11,ORGANIZATION
1475,Maud Land,11,PERSON
1476,Worcester,11,LOCATION
1477,Craig,11,PERSON
1478,Keyra,11,PERSON
1479,Lin Xiangru,11,PERSON
1480,Palm Springs,11,LOCATION
1481,Dahlia,11,PERSON
1482,Judd,11,PERSON
1483,Berkshire,11,PERSON
1484,Ben,11,PERSON
1485,Cordova,11,PERSON
1486,Florida Gators,11,ORGANIZATION
1487,South,11,O
1488,Ripchord,11,PERSON
1489,Francis,11,PERSON
1490,Santo Domingo,11,PERSON
1491,ZEC,11,ORGANIZATION
1492,Green Bay Packers,11,ORGANIZATION
1493,Cork GAA,11,PERSON
1494,Josh Files,11,PERSON
1495,Fenella,11,PERSON
1496,Dion,11,PERSON
1497,Perry,11,PERSON
1498,Utah Warriors,11,ORGANIZATION
1499,Netherlands Antilles,11,LOCATION
1500,Columbus,11,PERSON
1501,Constantinople,11,O
1502,Begoon,11,PERSON
1503,Medeis,11,PERSON
1504,Jammu,11,LOCATION
1505,Dorset,11,LOCATION
1506,Venus,11,PERSON
1507,UCI,11,O
1508,Edmonton Oilers,11,ORGANIZATION
1509,United States Virgin Islands,11,LOCATION
1510,Cork,11,PERSON
1511,Disney,11,PERSON
1512,Buckingham,11,PERSON
1513,MTV,11,ORGANIZATION
1514,Terriers,11,O
1515,Prague,11,LOCATION
1516,Phillimore,11,PERSON
1517,Pune,11,PERSON
1518,Gloriosa,11,PERSON
1519,Hopkins,11,PERSON
1520,Andhra Pradesh,11,PERSON
1521,Socialist Party,11,ORGANIZATION
1522,Gwynedd,11,LOCATION
1523,House of Representatives,11,O
1524,Burgess,11,PERSON
1525,Sony,11,ORGANIZATION
1526,Branagh,11,PERSON
1527,Leinster,11,PERSON
1528,Paraguay,11,LOCATION
1529,Pazienza,11,PERSON
1530,Tyne,11,PERSON
1531,Frances,11,PERSON
1532,Douglas County,11,PERSON
1533,Ford,11,ORGANIZATION
1534,Calley,11,PERSON
1535,Bernhard Fisch,11,PERSON
1536,Darin,11,PERSON
1537,Monterrey,11,LOCATION
1538,University of Toronto,11,ORGANIZATION
1539,Salvio,11,PERSON
1540,Widener,11,PERSON
1541,Oman,11,LOCATION
1542,Black Sea,11,PERSON
1543,Normandy,11,LOCATION
1544,Waterford GAA,11,LOCATION
1545,Stratford,11,LOCATION
1546,Sandown,11,LOCATION
1547,Wesley Mouse,11,PERSON
1548,Li,11,PERSON
1549,Essex County,11,LOCATION
1550,Yatimov,11,PERSON
1551,Royal Society,11,ORGANIZATION
1552,Emma Thompson,11,PERSON
1553,Orange Caramel,11,ORGANIZATION
1554,Rogers,11,ORGANIZATION
1555,Concord,11,ORGANIZATION
1556,Brixham,11,PERSON
1557,Dorothy McGuire,11,PERSON
1558,Freiburg,11,PERSON
1559,Passy,11,PERSON
1560,West Germany,11,LOCATION
1561,West Africa,11,LOCATION
1562,Alger,11,PERSON
1563,Royal Engineers,11,O
1564,Wildcats,11,O
1565,Verizon,11,ORGANIZATION
1566,Los Angeles County,11,LOCATION
1567,Harvard Medical School,11,ORGANIZATION
1568,Cumbria,11,LOCATION
1569,Kyoto,11,LOCATION
1570,Kwang Soo,11,PERSON
1571,IFA,11,O
1572,Charlottesville,11,LOCATION
1573,Nancy,11,PERSON
1574,UCLA,11,ORGANIZATION
1575,Drake,11,PERSON
1576,Mali,11,LOCATION
1577,Salavat,11,PERSON
1578,West Coast,11,LOCATION
1579,Donau,11,PERSON
1580,Meftah,11,LOCATION
1581,Browne,11,PERSON
1582,Wucheng,11,PERSON
1583,Washington Post,11,ORGANIZATION
1584,Rita Charon,11,PERSON
1585,Lagos,11,LOCATION
1586,Clean & Press,11,O
1587,Anaheim,11,LOCATION
1588,Nanjing,11,LOCATION
1589,Khuzestan,11,LOCATION
1590,Harrison Barnes,11,PERSON
1591,Keith Taylor,10,PERSON
1592,Spencer,10,PERSON
1593,Wallonia,10,LOCATION
1594,Adolf Weil,10,PERSON
1595,Gordon,10,PERSON
1596,Kimberley,10,PERSON
1597,Warmington,10,PERSON
1598,San Francisco Bay Area,10,LOCATION
1599,Ivanov,10,PERSON
1600,Bahrain,10,LOCATION
1601,ANCA,10,PERSON
1602,Rwanda,10,LOCATION
1603,Jakarta,10,LOCATION
1604,Orlando,10,LOCATION
1605,Petar,10,PERSON
1606,O'Donnell,10,PERSON
1607,Rajendra Yadav,10,PERSON
1608,Andorra,10,LOCATION
1609,Sega,10,PERSON
1610,Johns Hopkins University Press,10,ORGANIZATION
1611,University of Illinois,10,ORGANIZATION
1612,University of Michigan,10,ORGANIZATION
1613,Thornbury,10,PERSON
1614,Virgin Mary,10,PERSON
1615,Bosanska Krajina,10,PERSON
1616,San Antonio,10,LOCATION
1617,Jiang,10,PERSON
1618,Carlton,10,PERSON
1619,Princeton University,10,ORGANIZATION
1620,Buch,10,PERSON
1621,Qbugbot,10,PERSON
1622,Memphis Grizzlies,10,ORGANIZATION
1623,Ministry of Education,10,ORGANIZATION
1624,Laos,10,LOCATION
1625,Namibia,10,LOCATION
1626,Volhynia,10,PERSON
1627,Little Rock,10,O
1628,Lok Sabha,10,PERSON
1629,Bronx,10,LOCATION
1630,Rhee,10,PERSON
1631,Antarctic Research Expedition,10,ORGANIZATION
1632,Lviv,10,PERSON
1633,Masovian Voivodeship,10,PERSON
1634,Benton,10,PERSON
1635,Maureen,10,PERSON
1636,BYU,10,O
1637,Daily Telegraph,10,O
1638,Nagasaki,10,PERSON
1639,NATO,10,ORGANIZATION
1640,Oxford University,10,ORGANIZATION
1641,Otto,10,PERSON
1642,Mackin,10,PERSON
1643,Pembrokeshire,10,LOCATION
1644,Pedro,10,PERSON
1645,Jean-Pierre Riou,10,PERSON
1646,Brunei,10,LOCATION
1647,de Meneses,10,PERSON
1648,Sicily,10,LOCATION
1649,Whitehead,10,PERSON
1650,Ketu,10,PERSON
1651,Windsor,10,PERSON
1652,Avignon,10,LOCATION
1653,Randolph,10,PERSON
1654,Byrd,10,PERSON
1655,Elliott,10,PERSON
1656,Leiden,10,PERSON
1657,Bretton Woods,10,PERSON
1658,Labour,10,O
1659,Collins,10,PERSON
1660,Hikaru,10,PERSON
1661,Jules Siegel,10,PERSON
1662,EMI,10,O
1663,Dowler,10,PERSON
1664,Vroni,10,PERSON
1665,South Georgia,10,LOCATION
1666,United Arab Emirates,10,LOCATION
1667,Mulder,10,PERSON
1668,Black,10,O
1669,Zaire,10,LOCATION
1670,Kovalik,10,PERSON
1671,Stalin,10,PERSON
1672,Ian Rose,10,PERSON
1673,Pomona,10,LOCATION
1674,Boyd Magers,10,PERSON
1675,Edmonds,10,PERSON
1676,Veneto,10,PERSON
1677,Assam,10,LOCATION
1678,RAJU,10,PERSON
1679,Lu Junyi,10,PERSON
1680,Cleveland Browns,10,ORGANIZATION
1681,Dunkin,10,PERSON
1682,PAJA,10,PERSON
1683,Nintendo,10,ORGANIZATION
1684,West,10,O
1685,Marietta,10,PERSON
1686,Soosim,10,PERSON
1687,Craig Lowndes,10,PERSON
1688,Tiffany,10,PERSON
1689,AZ,10,O
1690,Levy,10,PERSON
1691,Hughes,10,PERSON
1692,London.,10,O
1693,Max,10,PERSON
1694,Flanders,10,PERSON
1695,New Zealand NBL,10,LOCATION
1696,Odissi,10,LOCATION
1697,Gold Coast Titans,10,O
1698,David de Coninck,10,PERSON
1699,Gibraltar,10,PERSON
1700,St George,10,PERSON
1701,Adam,10,PERSON
1702,Indianapolis Colts,10,ORGANIZATION
1703,Papua New Guinea,10,LOCATION
1704,McCarthy,10,PERSON
1705,Khandoba,10,PERSON
1706,Cartman,10,PERSON
1707,NAACP,10,ORGANIZATION
1708,Courcelles,10,LOCATION
1709,Yale,10,ORGANIZATION
1710,Gary,10,PERSON
1711,New Brighton,10,LOCATION
1712,Gibson,10,PERSON
1713,Ahvaz,10,LOCATION
1714,California Angels,10,ORGANIZATION
1715,Orthodox Church,10,ORGANIZATION
1716,Ankara,10,LOCATION
1717,New Haven,10,O
1718,Catbalogan City,10,LOCATION
1719,Gloucestershire,10,ORGANIZATION
1720,Joan,10,PERSON
1721,Muriel,10,PERSON
1722,Ephraim Kishon,10,PERSON
1723,East Germany,10,LOCATION
1724,Beethoven,10,PERSON
1725,Helen,10,PERSON
1726,SPS,10,O
1727,Michael Fatialofa,10,PERSON
1728,Sandy,10,PERSON
1729,Palmer,10,PERSON
1730,Yemen,10,LOCATION
1731,Nairobi,10,LOCATION
1732,Sosa,10,PERSON
1733,Marreese Speights,10,PERSON
1734,Leeds Rhinos,10,ORGANIZATION
1735,Ala.,10,LOCATION
1736,Earl Kemp,10,PERSON
1737,Twissell,10,PERSON
1738,John Paul II,10,PERSON
1739,Queens,10,LOCATION
1740,Tuzla,10,LOCATION
1741,New World,10,O
1742,American Samoa,10,ORGANIZATION
1743,Siwek,10,PERSON
1744,Dalmayne,10,PERSON
1745,Indian Ocean,10,LOCATION
1746,Gattaz,10,PERSON
1747,Lyons,10,PERSON
1748,Atlantic Ocean,10,LOCATION
1749,Ezra Bessaroth,10,PERSON
1750,Ellie,10,PERSON
1751,Raymond Grey,10,PERSON
1752,Kathmandu,10,LOCATION
1753,Ligue Professionnelle,10,PERSON
1754,Kuranda,10,LOCATION
1755,Siwa,10,PERSON
1756,Bonn,10,LOCATION
1757,Kristine Miller,10,PERSON
1758,Diannaa,10,PERSON
1759,Rochester,10,LOCATION
1760,Suffolk,10,PERSON
1761,Chester,10,PERSON
1762,Sichuan,10,LOCATION
1763,Guazzelli,10,PERSON
1764,Cunard,10,ORGANIZATION
1765,Bahamas,10,LOCATION
1766,Shelton,10,PERSON
1767,Tel Rumeida,10,LOCATION
1768,Mary Jean,10,PERSON
1769,Marly,10,PERSON
1770,Kovalenko,10,PERSON
1771,Gmarket,10,PERSON
1772,Calloway,10,PERSON
1773,Phineas,10,PERSON
1774,Macmillan,10,PERSON
